serial,serialLabel,countryLabel,composerLabel,rarsRatingLabel,derivativeWorkLabel
http://www.wikidata.org/entity/Q1035695,Герой 108,Канада,,,
http://www.wikidata.org/entity/Q932715,Маска,США,,,
http://www.wikidata.org/entity/Q1035127,Капитан N: Мастер игры,США,Хаим Сабан,,
http://www.wikidata.org/entity/Q978744,Pinky Dinky Doo,Канада,,,
http://www.wikidata.org/entity/Q978744,Pinky Dinky Doo,Латинская Америка,,,
http://www.wikidata.org/entity/Q1052829,Звёздные бои насмерть,США,,16+,Celebrity Deathmatch
http://www.wikidata.org/entity/Q971920,Детки подросли,США,Роберт Мазерсбо,,
http://www.wikidata.org/entity/Q947661,Фантастическая четвёрка,США,,,
http://www.wikidata.org/entity/Q1043980,Puppy in My Pocket: Adventures in Pocketville,Италия,,,
http://www.wikidata.org/entity/Q937172,Гаргульи,США,,,Gargoyles
http://www.wikidata.org/entity/Q1056438,Q1056438,Венгрия,,,
http://www.wikidata.org/entity/Q936279,"Скуби-Ду, где ты!",США,Тед Николс,,Скуби-Ду! Мистическая корпорация
http://www.wikidata.org/entity/Q956474,Лошадки,США,Рон Вассерман,,
http://www.wikidata.org/entity/Q951600,Oswald,США,,,
http://www.wikidata.org/entity/Q944287,Русалочка,США,,,
http://www.wikidata.org/entity/Q1054160,Xcalibur,Канада,,,
http://www.wikidata.org/entity/Q986000,Зелёный Фонарь,США,Фредерик Вьедманн,,
http://www.wikidata.org/entity/Q964651,Проект Гикер,США,Шон Паттерсон,,
http://www.wikidata.org/entity/Q937845,Лунатики,США,,,
http://www.wikidata.org/entity/Q946213,"This Is America, Charlie Brown",США,Дейв Брубек,,
http://www.wikidata.org/entity/Q929840,Семейка Аддамс,США,Вик Миззи,,
http://www.wikidata.org/entity/Q923951,Экстремальные динозавры,США,The Exploited,,
http://www.wikidata.org/entity/Q1035695,Герой 108,Китайская Республика (Тайвань),,,
http://www.wikidata.org/entity/Q974077,Duckman,США,Фрэнк Заппа,,
http://www.wikidata.org/entity/Q1064009,"Mike, Lu & Og",США,,,
http://www.wikidata.org/entity/Q1064009,"Mike, Lu & Og",Россия,,,
http://www.wikidata.org/entity/Q919447,Пол-литровая мышь,США,Мэтт Майелларо,,
http://www.wikidata.org/entity/Q1035127,Капитан N: Мастер игры,Канада,Хаим Сабан,,
http://www.wikidata.org/entity/Q917543,Гарфилд шоу,США,,,
http://www.wikidata.org/entity/Q918608,Little Red Tractor,Великобритания,,,
http://www.wikidata.org/entity/Q922258,Megas XLR,США,,,
http://www.wikidata.org/entity/Q922442,Scooby's All-Star Laff-A-Lympics,США,,,
http://www.wikidata.org/entity/Q919447,Пол-литровая мышь,США,Майкл Колер,,
http://www.wikidata.org/entity/Q918135,Jimmy Cool,Канада,,,
http://www.wikidata.org/entity/Q928317,Морлаб 2020,США,,,
http://www.wikidata.org/entity/Q923405,The Twins of Destiny,Франция,Жерар Салессес,,
http://www.wikidata.org/entity/Q1050091,Dastardly and Muttley in Their Flying Machines,США,Тед Николс,,
http://www.wikidata.org/entity/Q956474,Лошадки,Канада,Рон Вассерман,,
http://www.wikidata.org/entity/Q934247,Новые приключения Хи-Мена,США,,,
http://www.wikidata.org/entity/Q933189,Приключения в стране Гномов,Испания,,,
http://www.wikidata.org/entity/Q1004381,Гадкие американцы,США,Bradford Reed,,
http://www.wikidata.org/entity/Q961305,Непобедимый Человек-паук,США,Джереми Свит,,
http://www.wikidata.org/entity/Q1050455,Pet Alien,США,Майкл Тавера,,
http://www.wikidata.org/entity/Q943755,JoJo's Circus,США,,,
http://www.wikidata.org/entity/Q996677,The Brothers Flub,США,Натан Вонг,,
http://www.wikidata.org/entity/Q1056342,Aртур (телесериал),США,Раймон С. Фаби,,
http://www.wikidata.org/entity/Q924431,"Каспер, который живёт под крышей",США,Майкл Тавера,,
http://www.wikidata.org/entity/Q947979,Охотники за привидениями (мультсериал),США,,,
http://www.wikidata.org/entity/Q941267,Pelswick,Канада,,,
http://www.wikidata.org/entity/Q917662,Grim & Evil,США,,,
http://www.wikidata.org/entity/Q943755,JoJo's Circus,Канада,,,
http://www.wikidata.org/entity/Q1056342,Aртур (телесериал),США,Judy Henderson,,
http://www.wikidata.org/entity/Q945721,Fluffy Gardens,Ирландия,,,
http://www.wikidata.org/entity/Q928845,Жизнь и приключения Джунипер Ли,США,Стюарт Коупленд,,
http://www.wikidata.org/entity/Q1056342,Aртур (телесериал),США,Jerry de Villiers Jr.,,
http://www.wikidata.org/entity/Q952613,Уличный боец (мультсериал),США,,,
http://www.wikidata.org/entity/Q952775,The Lampies,Великобритания,,,
http://www.wikidata.org/entity/Q1050455,Pet Alien,Франция,Майкл Тавера,,
http://www.wikidata.org/entity/Q958123,Fillmore!,США,,,
http://www.wikidata.org/entity/Q959857,Have a Laugh!,США,,,
http://www.wikidata.org/entity/Q952613,Уличный боец (мультсериал),Канада,,,
http://www.wikidata.org/entity/Q962132,Розовая пантера и друзья,США,,,
http://www.wikidata.org/entity/Q962173,Squirrel Boy,США,,,
http://www.wikidata.org/entity/Q996677,The Brothers Flub,Германия,Натан Вонг,,
http://www.wikidata.org/entity/Q954722,Odd Job Jack,Канада,,,
http://www.wikidata.org/entity/Q964677,Mummies Alive!,США,,,
http://www.wikidata.org/entity/Q917608,Фриказоид!,США,Ричард Стоун,,
http://www.wikidata.org/entity/Q1061963,Приключения полевого мышонка,США,Шуки Леви,,
http://www.wikidata.org/entity/Q963877,Le Piaf,Франция,,,
http://www.wikidata.org/entity/Q968186,Kassai and Luk,Франция,,,
http://www.wikidata.org/entity/Q960548,Girlstuff/Boystuff,Канада,,,
http://www.wikidata.org/entity/Q1327957,Мстители. Всегда вместе,США,Шуки Леви,,
http://www.wikidata.org/entity/Q1167600,Книга джунглей,Великобритания,Гай Мишельмор,,
http://www.wikidata.org/entity/Q1241692,Donkey Kong Country,Китай,,,
http://www.wikidata.org/entity/Q1241692,Donkey Kong Country,Франция,,,
http://www.wikidata.org/entity/Q1136225,The Roman Holidays,США,Хойт Куртин,,
http://www.wikidata.org/entity/Q1214882,Мумия (мультсериал),США,Джордж Гэбриел,0+,
http://www.wikidata.org/entity/Q1236206,Суперкрошки,США,Джеймс Л. Винейбл,,Суперкрошки
http://www.wikidata.org/entity/Q1215613,Еноты,Великобритания,,,
http://www.wikidata.org/entity/Q1197607,Камень сновидений,Великобритания,Mike Batt,,
http://www.wikidata.org/entity/Q1241692,Donkey Kong Country,Канада,,,
http://www.wikidata.org/entity/Q1130063,Snorks,США,,,
http://www.wikidata.org/entity/Q1164748,Sonic the Hedgehog,США,Майкл Тавера,,
http://www.wikidata.org/entity/Q1315767,Dragon Tales,США,Joey Levine,,
http://www.wikidata.org/entity/Q1182601,Защитники Земли,США,Роберт Дж. Уолш,,
http://www.wikidata.org/entity/Q1340065,Люди Икс,Канада,Шуки Леви,,
http://www.wikidata.org/entity/Q1215613,Еноты,Канада,,,
http://www.wikidata.org/entity/Q1253951,Доктор Кац,США,,,
http://www.wikidata.org/entity/Q1135966,Царь горы,США,,,
http://www.wikidata.org/entity/Q1177688,Misi mókus kalandjai,Венгрия,Жолт Петхо,,
http://www.wikidata.org/entity/Q1254870,Охотники на драконов,Бельгия,,,
http://www.wikidata.org/entity/Q1254870,Охотники на драконов,Франция,,,
http://www.wikidata.org/entity/Q1254870,Охотники на драконов,Германия,,,
http://www.wikidata.org/entity/Q1256722,Century Sonny,Китай,,,
http://www.wikidata.org/entity/Q1143800,Почтальон Пэт,Великобритания,Bryan Daly,,
http://www.wikidata.org/entity/Q1255647,Медведи-соседи,Китай,,,Boonie Bears
http://www.wikidata.org/entity/Q1140254,Transformers Animated,США,,,
http://www.wikidata.org/entity/Q1131809,Untalkative Bunny,Канада,,,
http://www.wikidata.org/entity/Q1277432,Супермен,США,Ширли Уокер,,Superman: Shadow of Apokolips
http://www.wikidata.org/entity/Q1340065,Люди Икс,Канада,Хаим Сабан,,
http://www.wikidata.org/entity/Q1277432,Супермен,США,Ширли Уокер,,Superman 64
http://www.wikidata.org/entity/Q1138969,Crash Canyon,Канада,,,
http://www.wikidata.org/entity/Q1194069,Q1194069,Германия,,,
http://www.wikidata.org/entity/Q1201103,Q1201103,Испания,,,
http://www.wikidata.org/entity/Q1194639,Эль Тигре: Приключения Мэнни Риверы,Мексика,Шон Паттерсон,,
http://www.wikidata.org/entity/Q1216045,Смурфики,Бельгия,,0+,
http://www.wikidata.org/entity/Q1277432,Супермен,США,Ширли Уокер,,Superman: Countdown to Apokolips
http://www.wikidata.org/entity/Q1218397,"Эстебан, сын солнца",Япония,Хаим Сабан,,
http://www.wikidata.org/entity/Q1163537,The Head,США,,,
http://www.wikidata.org/entity/Q1216045,Смурфики,США,,0+,
http://www.wikidata.org/entity/Q1339570,Бэтмен будущего,США,Ширли Уокер,,Бэтмен будущего: Возвращение Джокера
http://www.wikidata.org/entity/Q1251705,Даг,США,,,
http://www.wikidata.org/entity/Q1251705,Даг,Франция,,,
http://www.wikidata.org/entity/Q1159583,Опасный Мышонок,Великобритания,,,
http://www.wikidata.org/entity/Q1161715,Заботливые мишки: Добрые истории,США,,,
http://www.wikidata.org/entity/Q1304456,Новые приключения Бэтмена,США,,,
http://www.wikidata.org/entity/Q1304696,Новые приключения Супермена,США,,,
http://www.wikidata.org/entity/Q1167600,Книга джунглей,Финляндия,Гай Мишельмор,,
http://www.wikidata.org/entity/Q1339570,Бэтмен будущего,США,Ширли Уокер,,Batman Beyond: Return of the Joker
http://www.wikidata.org/entity/Q1216631,League of Super Evil,Канада,Стеффан Эндрюс,,
http://www.wikidata.org/entity/Q1319183,The Cartoonstitute,США,,,
http://www.wikidata.org/entity/Q1218397,"Эстебан, сын солнца",Франция,Хаим Сабан,,
http://www.wikidata.org/entity/Q1170884,The Magic Roundabout,Франция,,,
http://www.wikidata.org/entity/Q1165287,Stickin' Around,Канада,,,
http://www.wikidata.org/entity/Q1172717,Токсичные крестоносцы,США,,,
http://www.wikidata.org/entity/Q1321297,Тинга-Тинга: Страна африканских мифов,Великобритания,,,
http://www.wikidata.org/entity/Q1323247,I.N.K. Invisible Network of Kids,Франция,,,
http://www.wikidata.org/entity/Q1324748,El tonno,Германия,,,
http://www.wikidata.org/entity/Q1175215,Tooned,Великобритания,,,
http://www.wikidata.org/entity/Q1227184,Диплодоки,Япония,Хаим Сабан,0+,
http://www.wikidata.org/entity/Q1321297,Тинга-Тинга: Страна африканских мифов,Кения,,,
http://www.wikidata.org/entity/Q1167600,Книга джунглей,Индия,Гай Мишельмор,,
http://www.wikidata.org/entity/Q1186455,Fugui the Little Magic Cook,Китай,,,
http://www.wikidata.org/entity/Q1186480,The Dreaming Girl,Китай,,,
http://www.wikidata.org/entity/Q1188675,Новые дела Скуби-Ду,США,,,
http://www.wikidata.org/entity/Q1189204,Волшебный школьный автобус,США,,,
http://www.wikidata.org/entity/Q1189984,Супертюрьма!,США,,,
http://www.wikidata.org/entity/Q1188859,A.T.O.M.,Франция,,,
http://www.wikidata.org/entity/Q1157151,Человек-паук,США,Джонни Дуглас,,
http://www.wikidata.org/entity/Q1192615,Skunk Fu!,Австралия,,,
http://www.wikidata.org/entity/Q1192615,Skunk Fu!,Великобритания,,,
http://www.wikidata.org/entity/Q1167600,Книга джунглей,Франция,Гай Мишельмор,,
http://www.wikidata.org/entity/Q1201030,Кот Ик,США,Натан Вонг,,Eek! The Cat
http://www.wikidata.org/entity/Q1189204,Волшебный школьный автобус,Канада,,,
http://www.wikidata.org/entity/Q1167600,Книга джунглей,Германия,Гай Мишельмор,,
http://www.wikidata.org/entity/Q1198417,O loupežníku Rumcajsovi,Чехословакия,Václav Lídl,,
http://www.wikidata.org/entity/Q1192615,Skunk Fu!,Ирландия,,,
http://www.wikidata.org/entity/Q1164748,Sonic the Hedgehog,Италия,Майкл Тавера,,
http://www.wikidata.org/entity/Q1194639,Эль Тигре: Приключения Мэнни Риверы,США,Шон Паттерсон,,
http://www.wikidata.org/entity/Q1211137,Dinosaucers,США,,,
http://www.wikidata.org/entity/Q1210803,Prudence Petitpas,Франция,,,
http://www.wikidata.org/entity/Q1340065,Люди Икс,США,Шуки Леви,,
http://www.wikidata.org/entity/Q1216198,Bionic Six,США,,,
http://www.wikidata.org/entity/Q1216239,The Shadoks,Франция,,,
http://www.wikidata.org/entity/Q1215265,Октонавты,Великобритания,,,
http://www.wikidata.org/entity/Q1215773,Большие рыцари,Великобритания,,,
http://www.wikidata.org/entity/Q1220379,"Вперёд, Диего, вперёд!",США,,,
http://www.wikidata.org/entity/Q1226366,Wide-Eye,Великобритания,Кит Хопвуд,,
http://www.wikidata.org/entity/Q1215573,Семейка Праудов,США,Курт Фаркуар,,
http://www.wikidata.org/entity/Q1211137,Dinosaucers,Канада,,,
http://www.wikidata.org/entity/Q1227184,Диплодоки,Франция,Хаим Сабан,0+,
http://www.wikidata.org/entity/Q1215265,Октонавты,Ирландия,,,
http://www.wikidata.org/entity/Q1211225,Мстители: Величайшие герои Земли,США,Гай Мишельмор,12+,
http://www.wikidata.org/entity/Q1327581,Гуфи и его команда,США,Марк Уоттерс,,
http://www.wikidata.org/entity/Q1165866,Дарья,США,,,
http://www.wikidata.org/entity/Q1340065,Люди Икс,США,Хаим Сабан,,
http://www.wikidata.org/entity/Q1229047,Любимчик учителей,США,Стивен Джеймс Тэйлор,,
http://www.wikidata.org/entity/Q1315767,Dragon Tales,США,Джесси Харрис,,
http://www.wikidata.org/entity/Q1284299,Джози и кошечки,США,Тед Николс,,
http://www.wikidata.org/entity/Q1233879,Doctor Snuggles,Нидерланды,,,
http://www.wikidata.org/entity/Q1233879,Doctor Snuggles,Великобритания,,,
http://www.wikidata.org/entity/Q16648347,Kid 'n Play,США,,,
http://www.wikidata.org/entity/Q16642471,Hubert & Takako,Франция,,,
http://www.wikidata.org/entity/Q16665042,Я и мой робот,Франция,,,
http://www.wikidata.org/entity/Q16494556,Приключения Ги и Эстопы,Бразилия,,,
http://www.wikidata.org/entity/Q16844711,Hopeless Pictures,США,,,
http://www.wikidata.org/entity/Q16838892,Достать Эйса,Австралия,,,
http://www.wikidata.org/entity/Q16843002,Миссия «Блэйк»,США,Readymade FC,,
http://www.wikidata.org/entity/Q16261420,Clever Racoon Dog,КНДР,,,
http://www.wikidata.org/entity/Q16927917,Awesome Magical Tales,США,,,
http://www.wikidata.org/entity/Q16927889,Peg + Cat,США,,,
http://www.wikidata.org/entity/Q16927897,Secret Millionaires Club,США,,,
http://www.wikidata.org/entity/Q16927897,Secret Millionaires Club,Китай,,,
http://www.wikidata.org/entity/Q16521698,Новые приключения пчёлки Майи (мультсериал),Франция,Fabrice Aboulker,0+,Пчёлка Майя
http://www.wikidata.org/entity/Q16927917,Awesome Magical Tales,Австралия,,,
http://www.wikidata.org/entity/Q16954022,The Catillac Cats,США,,,
http://www.wikidata.org/entity/Q17197284,Трансформеры: Скрытые роботы,США,Кевин Мантей,,
http://www.wikidata.org/entity/Q16927917,Awesome Magical Tales,Мексика,,,
http://www.wikidata.org/entity/Q16949965,Madeline,США,,,
http://www.wikidata.org/entity/Q16952480,Боблины,Великобритания,,,
http://www.wikidata.org/entity/Q16994249,Golan the Insatiable,США,,,
http://www.wikidata.org/entity/Q16995681,King Star King,США,,,
http://www.wikidata.org/entity/Q16998028,Mongo Wrestling Alliance,США,,,
http://www.wikidata.org/entity/Q17018565,Крохи,США,,,
http://www.wikidata.org/entity/Q17010060,Lil' Elvis and the Truckstoppers,Франция,,,
http://www.wikidata.org/entity/Q16864440,Онемевшие патроны,Канада,,,
http://www.wikidata.org/entity/Q17031104,Scary Scooby Funnies,США,,,
http://www.wikidata.org/entity/Q17010060,Lil' Elvis and the Truckstoppers,Австралия,,,
http://www.wikidata.org/entity/Q17052617,Lucas Bros. Moving Co.,США,,,
http://www.wikidata.org/entity/Q17065414,По ту сторону изгороди,США,,,
http://www.wikidata.org/entity/Q17056376,The Flamin' Thongs,Австралия,,,
http://www.wikidata.org/entity/Q16927889,Peg + Cat,Канада,,,
http://www.wikidata.org/entity/Q17097480,Патруль 03,Франция,,,
http://www.wikidata.org/entity/Q17075850,Let's Go Pocoyo,Испания,,,
http://www.wikidata.org/entity/Q16936957,Fred the Caveman,Канада,,,
http://www.wikidata.org/entity/Q16927917,Awesome Magical Tales,Ирландия,,,
http://www.wikidata.org/entity/Q17148597,Space Angel,США,,,
http://www.wikidata.org/entity/Q16949965,Madeline,Канада,,,
http://www.wikidata.org/entity/Q17187359,The DaVincibles,Австралия,,,
http://www.wikidata.org/entity/Q17041073,Tales of the Wizard of Oz,Канада,,,
http://www.wikidata.org/entity/Q16530766,Balin,Испания,,,
http://www.wikidata.org/entity/Q17218411,Vary Peri,Китай,,,
http://www.wikidata.org/entity/Q16256940,Zoobles!,Республика Корея,,,
http://www.wikidata.org/entity/Q17190450,"Громолёты, вперёд!",Великобритания,,,
http://www.wikidata.org/entity/Q17230256,Poppetstown,Япония,,,
http://www.wikidata.org/entity/Q16521698,Новые приключения пчёлки Майи (мультсериал),Франция,Fabrice Aboulker,0+,Пчёлка Майя и Кубок мёда
http://www.wikidata.org/entity/Q16513458,Викинг Вик,Франция,Карел Свобода,,
http://www.wikidata.org/entity/Q17042722,Истории свинок,Финляндия,,,
http://www.wikidata.org/entity/Q17110615,Nerds and Monsters,Канада,,,
http://www.wikidata.org/entity/Q16271760,Барбоскины,Россия,Михаил Викторович Чертищев,0+,Барбоскины Team
http://www.wikidata.org/entity/Q16513458,Викинг Вик,Германия,Карел Свобода,,
http://www.wikidata.org/entity/Q17181175,Отчаянные герои: Сумасбродная гонка,Канада,,,
http://www.wikidata.org/entity/Q17187359,The DaVincibles,Канада,,,
http://www.wikidata.org/entity/Q17190450,"Громолёты, вперёд!",Новая Зеландия,,,
http://www.wikidata.org/entity/Q16960038,Laverne & Shirley,США,Хойт Куртин,,
http://www.wikidata.org/entity/Q17230256,Poppetstown,Канада,,,
http://www.wikidata.org/entity/Q17092594,Команда К,США,Скотт Исеногл,,
http://www.wikidata.org/entity/Q16995396,High School USA!,США,Дино Стаматопулос,,
http://www.wikidata.org/entity/Q16513458,Викинг Вик,Австралия,Карел Свобода,,
http://www.wikidata.org/entity/Q17323160,Дузеры,Канада,,,
http://www.wikidata.org/entity/Q16547115,Супер том и Грамотей,США,,,Protegent 360
http://www.wikidata.org/entity/Q16601090,Scruffy,США,,,
http://www.wikidata.org/entity/Q16665042,Я и мой робот,Республика Корея,,,
http://www.wikidata.org/entity/Q16521698,Новые приключения пчёлки Майи (мультсериал),Франция,Fabrice Aboulker,0+,Пчёлка Майя: Медовый движ
http://www.wikidata.org/entity/Q16513458,Викинг Вик,Нидерланды,Карел Свобода,,
http://www.wikidata.org/entity/Q16521698,Новые приключения пчёлки Майи (мультсериал),Германия,Fabrice Aboulker,0+,Пчёлка Майя
http://www.wikidata.org/entity/Q16513458,Викинг Вик,Австрия,Карел Свобода,,
http://www.wikidata.org/entity/Q16522839,Superbook,США,,,
http://www.wikidata.org/entity/Q17050134,Chozen,США,,,
http://www.wikidata.org/entity/Q16521698,Новые приключения пчёлки Майи (мультсериал),Германия,Fabrice Aboulker,0+,Пчёлка Майя и Кубок мёда
http://www.wikidata.org/entity/Q16743679,Hero Factory,США,,,
http://www.wikidata.org/entity/Q17092594,Команда К,США,Лиор Рознер,,
http://www.wikidata.org/entity/Q16271760,Барбоскины,Россия,Михаил Викторович Чертищев,0+,Барбоскины на даче
http://www.wikidata.org/entity/Q17218411,Vary Peri,Республика Корея,,,
http://www.wikidata.org/entity/Q17061147,Одинокий рейнджер,США,,,
http://www.wikidata.org/entity/Q16995914,Hot Wheels,США,,,
http://www.wikidata.org/entity/Q16534754,What's the Big Idea?,Франция,,,
http://www.wikidata.org/entity/Q16523535,Q16523535,Венгрия,,,
http://www.wikidata.org/entity/Q16547115,Супер том и Грамотей,Канада,,,Protegent 360
http://www.wikidata.org/entity/Q16523535,Q16523535,Германия,,,
http://www.wikidata.org/entity/Q16623836,Q16623836,Франция,,,
http://www.wikidata.org/entity/Q16654972,Q16654972,Франция,,,
http://www.wikidata.org/entity/Q16680348,Q16680348,Франция,,,
http://www.wikidata.org/entity/Q16521698,Новые приключения пчёлки Майи (мультсериал),Германия,Fabrice Aboulker,0+,Пчёлка Майя: Медовый движ
http://www.wikidata.org/entity/Q16943307,This Just In!,США,,,
http://www.wikidata.org/entity/Q16536454,Q16536454,Италия,,,
http://www.wikidata.org/entity/Q16561168,Q16561168,Италия,,,
http://www.wikidata.org/entity/Q17266644,Calimero,Франция,,,
http://www.wikidata.org/entity/Q16574924,Mafalda,Аргентина,,,
http://www.wikidata.org/entity/Q17130991,Мистиконы,США,,6+,
http://www.wikidata.org/entity/Q16256940,Zoobles!,Япония,,,
http://www.wikidata.org/entity/Q17183708,7 гномов,США,Parry Gripp,,
http://www.wikidata.org/entity/Q16917729,Old Tom,Австралия,Guy Gross,,
http://www.wikidata.org/entity/Q17183708,7 гномов,США,Том Рюггер,,
http://www.wikidata.org/entity/Q16354753,Шериф Келли и Дикий Запад,США,,,
http://www.wikidata.org/entity/Q16977187,Jane,Великобритания,,,
http://www.wikidata.org/entity/Q16523921,Dream Defenders,США,,,
http://www.wikidata.org/entity/Q16522019,The special adventures of Aladár Mézga,Венгрия,,,
http://www.wikidata.org/entity/Q16521358,Crocadoo,Австралия,,,
http://www.wikidata.org/entity/Q16582883,Noodles and Nedd,США,,,
http://www.wikidata.org/entity/Q16401846,Kill Dim,Армения,,,
http://www.wikidata.org/entity/Q15736601,Uniminipet,Республика Корея,,,
http://www.wikidata.org/entity/Q12037771,Mire Bala Kale Hin - Tales from the Endless Roads,Европейский союз,Esko Mäkinen,,
http://www.wikidata.org/entity/Q12037771,Mire Bala Kale Hin - Tales from the Endless Roads,Европейский союз,Alec Kopyt,,
http://www.wikidata.org/entity/Q12037771,Mire Bala Kale Hin - Tales from the Endless Roads,Европейский союз,Rezgar Fatahi,,
http://www.wikidata.org/entity/Q12037771,Mire Bala Kale Hin - Tales from the Endless Roads,Европейский союз,Miritza,,
http://www.wikidata.org/entity/Q14693251,Matt Hatter Chronicles,Великобритания,,,
http://www.wikidata.org/entity/Q15831390,Mixels,США,,,
http://www.wikidata.org/entity/Q13887455,Q13887455,Германия,,,
http://www.wikidata.org/entity/Q14693251,Matt Hatter Chronicles,Канада,,,
http://www.wikidata.org/entity/Q14702017,Лагерь Днищеозера,Канада,,,
http://www.wikidata.org/entity/Q12580752,Banana School,Республика Корея,,,
http://www.wikidata.org/entity/Q13400922,Q13400922,Словакия,,,
http://www.wikidata.org/entity/Q12589460,Curucuru and Friends,Республика Корея,,,
http://www.wikidata.org/entity/Q12590148,My friend Haechi,Республика Корея,,,
http://www.wikidata.org/entity/Q12590837,Dao&Bazzi the mayhem in Boom Hill,Республика Корея,,,
http://www.wikidata.org/entity/Q12590223,Кокомонг,Республика Корея,,,
http://www.wikidata.org/entity/Q12593347,Shacolong from Animal Country,Республика Корея,,,
http://www.wikidata.org/entity/Q12198380,Q12198380,Египет,Essam Karika,,
http://www.wikidata.org/entity/Q12620726,Ангелы Z: Магия кристалла,Республика Корея,,,
http://www.wikidata.org/entity/Q15021631,Утки в городе,США,,,
http://www.wikidata.org/entity/Q12581980,Q12581980,Республика Корея,,,
http://www.wikidata.org/entity/Q12084992,Новые приключения Хапича,Хорватия,,,
http://www.wikidata.org/entity/Q12084992,Новые приключения Хапича,Германия,,,
http://www.wikidata.org/entity/Q12620636,Q12620636,Республика Корея,,,
http://www.wikidata.org/entity/Q15120683,Sarah & Duck,Великобритания,,,
http://www.wikidata.org/entity/Q13308931,Стар против Сил Зла,США,,,
http://www.wikidata.org/entity/Q13224629,Хитклифф,Япония,Хаим Сабан,,
http://www.wikidata.org/entity/Q12164482,The New World of the Gnomes,Испания,,,
http://www.wikidata.org/entity/Q12164512,Возвращение Д'Артаньгава,Испания,,,
http://www.wikidata.org/entity/Q12617756,Jurassic War,Республика Корея,,,
http://www.wikidata.org/entity/Q13224629,Хитклифф,США,Хаим Сабан,,
http://www.wikidata.org/entity/Q13357954,Заботливые мишки,США,,,
http://www.wikidata.org/entity/Q12041831,Q12041831,Чехословакия,Jaroslav Celba,,
http://www.wikidata.org/entity/Q15106029,Щенячий патруль,Канада,,,
http://www.wikidata.org/entity/Q12217211,Super Henedy,Египет,,,
http://www.wikidata.org/entity/Q15711878,Sonic Boom,США,Майкл Ричард Плауман,,
http://www.wikidata.org/entity/Q13363348,A legkisebb ugrifüles,Венгрия,Янош Дьюла Гаал,,
http://www.wikidata.org/entity/Q12048166,Q12048166,Чехословакия,Vladimír Merta,,
http://www.wikidata.org/entity/Q14590818,I Spy,США,,,
http://www.wikidata.org/entity/Q12177636,Kambu,Республика Корея,,,
http://www.wikidata.org/entity/Q15659308,Рик и Морти,США,,18+,
http://www.wikidata.org/entity/Q13427472,Spirou et Fantasio,Бельгия,,,
http://www.wikidata.org/entity/Q13427472,Spirou et Fantasio,Франция,,,
http://www.wikidata.org/entity/Q12626103,Hutos - Hut on a Slope,Республика Корея,,,
http://www.wikidata.org/entity/Q12293362,Toonimals,Испания,,,
http://www.wikidata.org/entity/Q13128964,Happily Ever After: Fairy Tales for Every Child,США,Стивен Джеймс Тэйлор,,
http://www.wikidata.org/entity/Q15306896,Xiaolin Chronicles,Канада,,,
http://www.wikidata.org/entity/Q12037771,Mire Bala Kale Hin - Tales from the Endless Roads,Финляндия,Esko Mäkinen,,
http://www.wikidata.org/entity/Q12037771,Mire Bala Kale Hin - Tales from the Endless Roads,Финляндия,Alec Kopyt,,
http://www.wikidata.org/entity/Q12037771,Mire Bala Kale Hin - Tales from the Endless Roads,Финляндия,Rezgar Fatahi,,
http://www.wikidata.org/entity/Q12037771,Mire Bala Kale Hin - Tales from the Endless Roads,Финляндия,Miritza,,
http://www.wikidata.org/entity/Q13363348,A legkisebb ugrifüles,Венгрия,Жолт Петхо,,
http://www.wikidata.org/entity/Q15458793,Cédric,Бельгия,,,
http://www.wikidata.org/entity/Q15458793,Cédric,Франция,,,
http://www.wikidata.org/entity/Q15458793,Cédric,Нидерланды,,,
http://www.wikidata.org/entity/Q15440507,Дядя Деда,США,Early Man,,
http://www.wikidata.org/entity/Q12048159,Q12048159,Чехословакия,Petr Skoumal,,
http://www.wikidata.org/entity/Q13502356,Мой маленький пони и друзья,США,,,
http://www.wikidata.org/entity/Q13224629,Хитклифф,Франция,Хаим Сабан,,
http://www.wikidata.org/entity/Q15410516,Packages from Planet X,Канада,,,
http://www.wikidata.org/entity/Q15711878,Sonic Boom,Франция,Майкл Ричард Плауман,,
http://www.wikidata.org/entity/Q13568247,"Микки Маус (мультсериал, 2013)",США,Кристофер Уиллис,,
http://www.wikidata.org/entity/Q15576249,Пукка,США,,,
http://www.wikidata.org/entity/Q13485452,Рок в гараже!,Канада,,,
http://www.wikidata.org/entity/Q12593926,Larva: Личинки,Республика Корея,,12+,
http://www.wikidata.org/entity/Q13584125,Weird-Oh's,США,,,
http://www.wikidata.org/entity/Q13634886,GG Bond,Китай,,,
http://www.wikidata.org/entity/Q15055110,The New Shmoo,США,Хойт Куртин,,
http://www.wikidata.org/entity/Q12041848,O zvířátkách pana Krbce,Чехословакия,Petr Skoumal,,
http://www.wikidata.org/entity/Q13224629,Хитклифф,Канада,Хаим Сабан,,
http://www.wikidata.org/entity/Q12043682,Q12043682,Чехословакия,Zdeněk John,,
http://www.wikidata.org/entity/Q15830438,Хлебоутки,США,,,
http://www.wikidata.org/entity/Q12048159,Q12048159,Чехия,Petr Skoumal,,
http://www.wikidata.org/entity/Q13847600,Sendokai Champions,Испания,,,
http://www.wikidata.org/entity/Q12035088,The Little Witch,Чехословакия,Petr Skoumal,,Маленькая колдунья
